variant,tag,reference,max-dt-200,max-dt-400,max-gap-freq-80,max-gap-freq-99,max-gap-num-50,max-gap-num-500,min-seqs-2,min-seqs-6,no-ambiguous
704010042-3-7724-A,704010042-3,-0.0047,,-0.0047,-0.0047,-0.0047,-0.0047,-0.0046,-0.0047,-0.0047,-0.0046
704010042-3-7784-C,704010042-3,-0.0032,,-0.0032,-0.0032,-0.0031,-0.0032,-0.0031,-0.0032,-0.0032,-0.0033
704010042-3-7817-T,704010042-3,0.0095,0.0107,0.0095,0.0095,0.007,0.0094,0.0093,0.0095,0.0095,0.0096
704010042-3-7846-T,704010042-3,-0.0016,,-0.0016,-0.0016,-0.0012,-0.0015,-0.0016,-0.0016,-0.0016,-0.0017
704010042-3-7848-G,704010042-3,-0.0035,-0.0039,-0.0035,-0.0035,-0.0036,-0.0033,-0.0036,-0.0035,-0.0035,-0.0039
704010042-3-7857-C,704010042-3,-0.0015,,-0.0015,-0.0015,-0.0016,-0.0014,-0.0015,-0.0015,-0.0015,-0.0018
704010042-3-7861-T,704010042-3,-0.0012,-0.0015,-0.0012,-0.0012,-0.0012,-0.001,-0.0011,-0.0012,-0.0012,0.0003
704010042-3-7874-G,704010042-3,-0.0015,,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015
704010042-3-7883-T,704010042-3,-0.0033,,-0.0033,-0.0032,-0.0034,-0.0032,-0.0033,-0.0033,-0.0033,-0.0035
704010042-3-7886-C,704010042-3,-0.0022,,-0.0022,-0.0023,-0.0024,-0.0023,-0.0023,-0.0022,-0.0022,-0.0015
704010042-3-7910-C,704010042-3,-0.0372,-0.0364,-0.0372,-0.0372,-0.0371,-0.0371,-0.036,-0.0372,-0.0372,-0.0376
704010042-3-7920-C,704010042-3,-0.0017,-0.0002,-0.0017,-0.0017,-0.0015,-0.0017,-0.0016,-0.0017,-0.0017,-0.0011
704010042-3-7931-A,704010042-3,-0.0043,,-0.0043,-0.0043,-0.0043,-0.0043,-0.0043,-0.0043,-0.0043,-0.0044
704010042-3-7934-T,704010042-3,-0.0074,-0.006,-0.0074,-0.0074,-0.0074,-0.0072,-0.0075,-0.0074,-0.0074,-0.0077
704010042-3-7946-A,704010042-3,-0.0032,,-0.0032,-0.0033,-0.0028,-0.0032,-0.0032,-0.0032,-0.0032,-0.0034
704010042-3-7967-A,704010042-3,-0.0046,,-0.0046,-0.0046,-0.0045,-0.0046,-0.0046,-0.0046,-0.0046,-0.0045
704010042-3-7976-G,704010042-3,-0.0016,,-0.0016,-0.0015,-0.0016,-0.0015,-0.0016,-0.0016,-0.0016,-0.0016
704010042-3-8006-A,704010042-3,-0.0027,,-0.0027,-0.0026,-0.0026,-0.0027,-0.0027,-0.0027,-0.0027,-0.0026
704010042-3-8009-G,704010042-3,-0.0005,,-0.0005,-0.0005,-0.0007,-0.0005,-0.0005,-0.0005,-0.0005,-0.0006
704010042-3-8018-T,704010042-3,-0.0016,0.0001,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016,-0.0016
704010042-3-8057--,704010042-3,0.0003,0.0006,0.0003,0.0003,0.0003,0.0002,0.0002,0.0003,0.0003,0.0002
704010042-3-8058--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8059--,704010042-3,0.0023,0.0005,0.0023,0.0024,0.0024,0.0024,0.0024,0.0023,0.0023,0.0025
704010042-3-8059-A,704010042-3,0.0017,,0.0017,0.0019,0.0019,0.0018,0.0019,0.0017,0.0017,0.0018
704010042-3-8059-T,704010042-3,0.0006,,0.0006,0.0006,0.0007,0.0008,0.0007,0.0006,0.0006,0.001
704010042-3-8060--,704010042-3,0.0012,0.0006,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
704010042-3-8060-C,704010042-3,-0.0004,,-0.0004,-0.0005,-0.0004,-0.0004,-0.0005,-0.0004,-0.0004,-0.0003
704010042-3-8061--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8062--,704010042-3,-0.0,0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0001
704010042-3-8063--,704010042-3,-0.0,0.0006,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0003
704010042-3-8063-C,704010042-3,-0.0028,,-0.0028,-0.0028,-0.0029,-0.0029,-0.0028,-0.0028,-0.0028,-0.0023
704010042-3-8064--,704010042-3,0.0003,0.0006,0.0003,0.0003,0.0003,0.0002,0.0002,0.0003,0.0003,0.0002
704010042-3-8065--,704010042-3,-0.0,0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0001
704010042-3-8066--,704010042-3,-0.0,0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0001
704010042-3-8067--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8068--,704010042-3,0.0001,0.0005,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0
704010042-3-8068-A,704010042-3,-0.0032,,-0.0032,-0.0031,-0.0032,-0.0032,-0.0032,-0.0032,-0.0032,-0.0033
704010042-3-8069--,704010042-3,0.0003,0.0006,0.0003,0.0003,0.0003,0.0002,0.0002,0.0003,0.0003,0.0002
704010042-3-8070--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8071--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8072--,704010042-3,0.0003,0.0006,0.0003,0.0003,0.0003,0.0002,0.0002,0.0003,0.0003,0.0002
704010042-3-8073--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8074--,704010042-3,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001
704010042-3-8074-A,704010042-3,-0.0033,,-0.0033,-0.0033,-0.0033,-0.0033,-0.0033,-0.0033,-0.0033,-0.0035
704010042-3-8075--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8076--,704010042-3,0.0003,0.0006,0.0003,0.0003,0.0003,0.0002,0.0002,0.0003,0.0003,0.0002
704010042-3-8077--,704010042-3,0.0001,0.0005,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0
704010042-3-8078--,704010042-3,0.0003,0.0006,0.0003,0.0003,0.0003,0.0002,0.0002,0.0003,0.0003,0.0002
704010042-3-8079--,704010042-3,0.0001,0.0005,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0
704010042-3-8080--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8081--,704010042-3,0.0011,0.0009,0.0011,0.0012,0.0012,0.0011,0.001,0.0011,0.0011,0.0012
704010042-3-8081-G,704010042-3,-0.0011,,-0.0011,-0.001,-0.0011,-0.0011,-0.0014,-0.0011,-0.0011,-0.001
704010042-3-8082--,704010042-3,0.0034,0.0009,0.0034,0.0034,0.0032,0.0033,0.0033,0.0034,0.0034,0.0032
704010042-3-8082-G,704010042-3,0.0032,,0.0032,0.0032,0.0029,0.0031,0.0031,0.0032,0.0032,0.0029
704010042-3-8082-T,704010042-3,0.0022,,0.0022,0.0022,0.0021,0.0021,0.0021,0.0022,0.0022,0.002
704010042-3-8083--,704010042-3,0.0008,0.0005,0.0008,0.0008,0.0008,0.0008,0.0009,0.0008,0.0008,0.0007
704010042-3-8083-A,704010042-3,-0.0003,,-0.0003,-0.0003,-0.0004,-0.0004,-0.0002,-0.0003,-0.0003,-0.0006
704010042-3-8084--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8085--,704010042-3,-0.0,0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0001
704010042-3-8086--,704010042-3,0.0023,0.0009,0.0023,0.0022,0.0024,0.0023,0.0021,0.0023,0.0023,0.0023
704010042-3-8086-C,704010042-3,0.0018,,0.0018,0.0018,0.0021,0.0019,0.0016,0.0018,0.0018,0.002
704010042-3-8087--,704010042-3,0.0003,0.0006,0.0003,0.0003,0.0003,0.0002,0.0002,0.0003,0.0003,0.0002
704010042-3-8088--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8089--,704010042-3,0.0003,0.0006,0.0003,0.0003,0.0003,0.0002,0.0002,0.0003,0.0003,0.0002
704010042-3-8090--,704010042-3,0.0002,0.0006,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003
704010042-3-8090-C,704010042-3,-0.0024,,-0.0024,-0.0024,-0.0023,-0.0023,-0.0024,-0.0024,-0.0024,-0.0023
704010042-3-8091--,704010042-3,0.0003,0.0006,0.0003,0.0003,0.0003,0.0002,0.0002,0.0003,0.0003,0.0002
704010042-3-8092--,704010042-3,-0.0,0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0001
704010042-3-8093--,704010042-3,-0.0,0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0001
704010042-3-8094--,704010042-3,-0.0,0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0001
704010042-3-8095--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8096--,704010042-3,0.0001,0.0005,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0
704010042-3-8097--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8098--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8099--,704010042-3,0.0001,0.0005,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0
704010042-3-8100--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8101--,704010042-3,0.0003,0.0006,0.0003,0.0003,0.0003,0.0002,0.0002,0.0003,0.0003,0.0002
704010042-3-8102--,704010042-3,-0.0,0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0001
704010042-3-8103--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8104--,704010042-3,0.0001,0.0005,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0
704010042-3-8105--,704010042-3,0.0001,0.0005,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0
704010042-3-8106--,704010042-3,0.0003,0.0006,0.0003,0.0003,0.0003,0.0002,0.0002,0.0003,0.0003,0.0002
704010042-3-8107--,704010042-3,-0.0,0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0001
704010042-3-8108--,704010042-3,-0.0,0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0001
704010042-3-8109--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8110--,704010042-3,0.0003,0.0006,0.0003,0.0003,0.0003,0.0002,0.0002,0.0003,0.0003,0.0002
704010042-3-8111--,704010042-3,-0.0,0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0001
704010042-3-8112--,704010042-3,0.0001,0.0005,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0
704010042-3-8113--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8114--,704010042-3,-0.0,0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0001
704010042-3-8115--,704010042-3,0.0003,0.0006,0.0003,0.0003,0.0003,0.0002,0.0002,0.0003,0.0003,0.0002
704010042-3-8116--,704010042-3,-0.0,0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0001
704010042-3-8117--,704010042-3,-0.0,0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0001
704010042-3-8118--,704010042-3,-0.0,0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0001
704010042-3-8119--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8120--,704010042-3,0.0003,0.0006,0.0003,0.0003,0.0003,0.0002,0.0002,0.0003,0.0003,0.0002
704010042-3-8121--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8122--,704010042-3,0.0001,0.0005,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
704010042-3-8122-A,704010042-3,-0.0031,,-0.0031,-0.0031,-0.0031,-0.0031,-0.0031,-0.0031,-0.0031,-0.0032
704010042-3-8123--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8124--,704010042-3,-0.0,0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0001
704010042-3-8125--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8126--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8127--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8128--,704010042-3,0.0003,0.0006,0.0003,0.0003,0.0003,0.0002,0.0002,0.0003,0.0003,0.0002
704010042-3-8129--,704010042-3,0.0003,0.0006,0.0003,0.0003,0.0003,0.0002,0.0002,0.0003,0.0003,0.0002
704010042-3-8130--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8131--,704010042-3,-0.0,0.0005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0001
704010042-3-8132--,704010042-3,0.0003,0.0006,0.0003,0.0003,0.0003,0.0002,0.0002,0.0003,0.0003,0.0002
704010042-3-8133--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8134--,704010042-3,0.0014,0.0009,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
704010042-3-8135--,704010042-3,0.0003,0.0006,0.0003,0.0003,0.0003,0.0002,0.0002,0.0003,0.0003,0.0002
704010042-3-8142-A,704010042-3,-0.0061,,-0.0061,-0.0061,-0.006,-0.0061,-0.0061,-0.0061,-0.0061,-0.0066
704010042-3-8144-A,704010042-3,0.0053,0.0024,0.0053,0.0052,0.005,0.0054,0.0051,0.0053,0.0053,0.0042
704010042-3-8144-G,704010042-3,0.0023,,0.0023,0.0022,0.0021,0.0024,0.0022,0.0023,0.0023,0.002
704010042-3-8146-C,704010042-3,0.0069,0.0062,0.0069,0.0069,0.0072,0.0074,0.007,0.0069,0.0069,0.0075
704010042-3-8156-A,704010042-3,-0.0064,,-0.0064,-0.0065,-0.0064,-0.0064,-0.0063,-0.0064,-0.0064,-0.0058
704010042-3-8168-C,704010042-3,-0.0011,,-0.0011,-0.0011,-0.0011,-0.0012,-0.0011,-0.0011,-0.0011,-0.0013
704010042-3-8171-A,704010042-3,-0.0031,,-0.0031,-0.0031,-0.0033,-0.0031,-0.0032,-0.0031,-0.0031,-0.0028
704010042-3-8177-C,704010042-3,-0.003,,-0.003,-0.003,-0.0031,-0.003,-0.003,-0.003,-0.003,-0.0025
704010042-3-8180-A,704010042-3,-0.0043,,-0.0043,-0.0043,-0.0043,-0.0043,-0.0043,-0.0043,-0.0043,-0.0044
704010042-3-8184-A,704010042-3,-0.0063,-0.0046,-0.0063,-0.0063,-0.0064,-0.0061,-0.0064,-0.0063,-0.0063,-0.0067
704010042-3-8186-G,704010042-3,-0.0007,,-0.0007,-0.0006,-0.0011,-0.0007,-0.0008,-0.0007,-0.0007,-0.0003
704010042-3-8187-G,704010042-3,-0.0016,,-0.0016,-0.0015,-0.0016,-0.0015,-0.0016,-0.0016,-0.0016,-0.0016
704010042-3-8188--,704010042-3,-0.0022,,-0.0022,-0.0022,-0.0023,-0.0023,-0.0023,-0.0022,-0.0022,-0.0018
704010042-3-8189--,704010042-3,-0.0022,,-0.0022,-0.0022,-0.0023,-0.0023,-0.0023,-0.0022,-0.0022,-0.0018
704010042-3-8228-C,704010042-3,-0.0011,,-0.0011,-0.0011,-0.0007,-0.001,-0.0012,-0.0011,-0.0011,-0.0012
704010042-3-8256-C,704010042-3,-0.0025,-0.0008,-0.0025,-0.0025,-0.0025,,-0.0025,-0.0025,-0.0025,-0.0024
704010042-3-8274-T,704010042-3,-0.0011,,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011,-0.0011
704010042-3-8285-A,704010042-3,-0.0132,-0.0115,-0.0132,-0.0132,-0.0129,-0.013,-0.0139,-0.0132,-0.0132,-0.0134
704010042-3-8297-T,704010042-3,-0.0035,,-0.0035,-0.0034,-0.0035,-0.0035,-0.0035,-0.0035,-0.0035,-0.003
704010042-3-8300-A,704010042-3,-0.007,-0.0053,-0.007,-0.007,-0.0068,-0.0067,-0.0072,-0.007,-0.007,-0.0073
704010042-3-8307-A,704010042-3,-0.0037,,-0.0037,-0.0037,-0.0038,-0.0038,-0.0038,-0.0037,-0.0037,-0.0033
704010042-3-8322--,704010042-3,-0.0023,,-0.0023,-0.0024,-0.0024,-0.0024,-0.0023,-0.0023,-0.0023,-0.0025
704010042-3-8323--,704010042-3,0.0011,,0.0011,0.0012,0.001,0.0012,0.0012,0.0011,0.0011,0.0006
704010042-3-8323-C,704010042-3,0.0029,,0.0029,0.0032,0.0028,0.0031,0.003,0.0029,0.0029,0.0022
704010042-3-8385-G,704010042-3,-0.0003,,-0.0003,-0.0004,-0.0005,-0.0003,-0.0004,-0.0003,-0.0003,-0.0001
704010042-3-8392-G,704010042-3,0.0025,,0.0025,0.0025,0.0026,0.0025,0.0025,0.0025,0.0025,0.0019
704010042-3-8404-T,704010042-3,-0.0024,,-0.0024,-0.0025,-0.0027,-0.0024,-0.0025,-0.0024,-0.0024,-0.0022
704010042-3-8413-C,704010042-3,-0.0021,,-0.0021,-0.002,-0.0021,-0.0021,-0.0021,-0.0021,-0.0021,-0.0022
704010042-3-8413-G,704010042-3,-0.0026,,-0.0026,-0.0026,-0.0027,-0.0026,-0.0026,-0.0026,-0.0026,-0.0031
704010042-3-8426-G,704010042-3,-0.003,,-0.003,-0.003,-0.0031,-0.003,-0.0029,-0.003,-0.003,-0.0028
704010042-3-8428-G,704010042-3,-0.0015,,-0.0015,-0.0015,-0.0014,-0.0015,-0.0015,-0.0015,-0.0015,-0.0016
704010042-3-8431-G,704010042-3,-0.0008,,-0.0008,-0.0008,-0.0009,-0.0008,-0.0013,-0.0008,-0.0008,-0.0009
704010042-3-8452-G,704010042-3,-0.0015,,-0.0015,-0.0017,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,-0.0017
704010042-3-8463-C,704010042-3,0.0001,,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,-0.0
704010042-3-8486-G,704010042-3,-0.0018,-0.0009,-0.0018,-0.0018,-0.0018,,-0.0018,-0.0018,-0.0018,-0.0019
704010042-3-8491-C,704010042-3,0.0014,,0.0014,0.0015,0.0017,0.0015,0.0015,0.0014,0.0014,-0.0002
704010042-3-8516-T,704010042-3,-0.0034,,-0.0034,-0.0033,-0.0036,-0.0033,-0.0034,-0.0034,-0.0034,-0.0032
704010042-3-8558-A,704010042-3,-0.0063,-0.0046,-0.0063,-0.0063,-0.0064,-0.0061,-0.0064,-0.0063,-0.0063,-0.0067
704010042-3-8561-A,704010042-3,-0.0063,-0.0046,-0.0063,-0.0063,-0.0064,-0.0061,-0.0064,-0.0063,-0.0063,-0.0067
704010042-3-8565-A,704010042-3,-0.0032,,-0.0032,-0.0031,-0.003,-0.0031,-0.0032,-0.0032,-0.0032,-0.0032
704010042-3-8570-G,704010042-3,-0.0003,,-0.0003,-0.0002,-0.0004,-0.0003,-0.0003,-0.0003,-0.0003,-0.0007
704010042-3-8585f-T,704010042-3,-0.004,,-0.004,-0.004,-0.0039,-0.0039,-0.0039,-0.004,-0.004,-0.0041
704010042-3-8585k-A,704010042-3,-0.0025,,-0.0025,-0.0026,-0.0026,-0.0025,-0.0025,-0.0025,-0.0025,-0.003
704010042-3-8605-G,704010042-3,-0.0003,,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,-0.0003,-0.0003,-0.0003
704010042-3-8606-A,704010042-3,-0.0043,,-0.0043,-0.0043,-0.0043,-0.0043,-0.0042,-0.0043,-0.0043,-0.0043
704010042-3-8624-A,704010042-3,-0.0052,,-0.0052,-0.005,-0.0051,-0.0052,-0.0051,-0.0052,-0.0052,-0.005
704010042-3-8629-G,704010042-3,0.003,0.0018,0.003,0.0031,0.0027,0.0032,0.0029,0.003,0.003,0.0023
704010042-3-8634-A,704010042-3,-0.0002,,-0.0002,-0.0002,-0.0002,-0.0002,-0.0005,-0.0002,-0.0002,-0.0007
704010042-3-8636-G,704010042-3,-0.0037,,-0.0037,-0.0036,-0.0038,-0.0037,-0.0037,-0.0037,-0.0037,-0.0033
704010042-3-8642-A,704010042-3,-0.003,,-0.003,-0.003,-0.003,-0.003,-0.0029,-0.003,-0.003,-0.0031
704010042-3-8643-A,704010042-3,-0.006,-0.0052,-0.006,-0.006,-0.0062,-0.0057,-0.0061,-0.006,-0.006,-0.0063
704010042-3-8649--,704010042-3,-0.0002,-0.0003,-0.0002,-0.0002,-0.0003,-0.0002,-0.0002,-0.0002,-0.0002,-0.0003
704010042-3-8650--,704010042-3,-0.0002,-0.0003,-0.0002,-0.0002,-0.0003,-0.0002,-0.0002,-0.0002,-0.0002,-0.0003
704010042-3-8651--,704010042-3,-0.0016,-0.0007,-0.0016,-0.0016,-0.0017,-0.0016,-0.0016,-0.0016,-0.0016,-0.0017
704010042-3-8652--,704010042-3,-0.0002,-0.0003,-0.0002,-0.0002,-0.0003,-0.0002,-0.0002,-0.0002,-0.0002,-0.0003
704010042-3-8653--,704010042-3,-0.0016,-0.0007,-0.0016,-0.0016,-0.0017,-0.0016,-0.0016,-0.0016,-0.0016,-0.0017
704010042-3-8654-A,704010042-3,-0.004,,-0.004,-0.0039,-0.004,-0.0041,-0.0041,-0.004,-0.004,-0.0043
704010042-3-8655-A,704010042-3,-0.0036,,-0.0036,-0.0036,-0.003,-0.0036,-0.0036,-0.0036,-0.0036,-0.0041
704010042-3-8669-C,704010042-3,-0.0042,,-0.0042,-0.0043,-0.0042,-0.0042,-0.0042,-0.0042,-0.0042,-0.0047
704010042-3-8669-G,704010042-3,-0.0036,,-0.0036,-0.0036,-0.0037,-0.0037,-0.0037,-0.0036,-0.0036,-0.0047
704010042-3-8672-C,704010042-3,-0.0053,,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053,-0.0053
704010042-3-8695-G,704010042-3,-0.0003,,-0.0003,-0.0004,-0.0001,-0.0003,-0.0002,-0.0003,-0.0003,0.0001
704010042-3-8708-A,704010042-3,-0.0027,,-0.0027,-0.0028,-0.0028,-0.0027,-0.0028,-0.0027,-0.0027,-0.0027
704010042-3-8715-A,704010042-3,-0.0118,-0.0093,-0.0118,-0.0118,-0.0113,-0.0118,-0.012,-0.0118,-0.0118,-0.0116
704010042-3-8721-A,704010042-3,-0.0036,,-0.0036,-0.0036,-0.003,-0.0036,-0.0036,-0.0036,-0.0036,-0.0041
704010042-3-8731-G,704010042-3,-0.0041,,-0.0041,-0.0041,-0.004,-0.004,-0.0041,-0.0041,-0.0041,-0.0046
704010042-3-8732-C,704010042-3,-0.0032,,-0.0032,-0.0032,-0.0031,-0.0032,-0.0031,-0.0032,-0.0032,-0.0033
704010042-3-8734-A,704010042-3,-0.0056,,-0.0056,-0.0056,-0.0057,-0.0056,-0.0056,-0.0056,-0.0056,-0.0062
704010042-3-8735-C,704010042-3,-0.0008,,-0.0008,-0.0009,-0.0005,-0.0009,-0.0009,-0.0008,-0.0008,-0.0003
704010042-3-8737-A,704010042-3,-0.004,,-0.004,-0.0039,-0.004,-0.0041,-0.0041,-0.004,-0.004,-0.0043
704010042-3-8738-A,704010042-3,-0.0039,,-0.0039,-0.0039,-0.004,-0.0039,-0.0039,-0.0039,-0.0039,-0.0041
704010042-3-8742-G,704010042-3,-0.0033,,-0.0033,-0.0032,-0.0033,-0.0034,-0.0031,-0.0033,-0.0033,-0.0032
704010042-3-8747-T,704010042-3,-0.0119,-0.0092,-0.0119,-0.0119,-0.0119,-0.012,-0.0123,-0.0119,-0.0119,-0.0119
704010042-3-8758-A,704010042-3,-0.007,-0.0053,-0.007,-0.007,-0.0068,-0.0067,-0.0072,-0.007,-0.007,-0.0073
704010042-3-8762-G,704010042-3,-0.0019,,-0.0019,-0.002,-0.0019,-0.0019,-0.002,-0.0019,-0.0019,-0.0018
704010042-3-8764-C,704010042-3,-0.0016,,-0.0016,-0.0016,-0.0016,-0.0015,-0.0016,-0.0016,-0.0016,-0.002
704010042-3-8780-G,704010042-3,-0.0017,,-0.0017,-0.0017,-0.0018,-0.0017,-0.0017,-0.0017,-0.0017,-0.0018
704010042-3-8783-G,704010042-3,-0.0013,,-0.0013,-0.0013,-0.0014,-0.0014,-0.0014,-0.0013,-0.0013,-0.0009
704010042-3-8789-A,704010042-3,-0.0028,,-0.0028,-0.0028,-0.0027,-0.0027,-0.0028,-0.0028,-0.0028,-0.0033
704010042-3-8791-T,704010042-3,0.0012,0.0018,0.0012,0.0013,0.0011,0.0012,0.0011,0.0012,0.0012,0.0011
704010042-3-8802-A,704010042-3,-0.0039,,-0.0039,-0.0039,-0.004,-0.0039,-0.0039,-0.0039,-0.0039,-0.0041
704010042-3-8804-A,704010042-3,-0.0054,,-0.0054,-0.0054,-0.0053,-0.0055,-0.005,-0.0054,-0.0054,-0.0055
704010042-3-8818-G,704010042-3,-0.0015,,-0.0015,-0.0017,-0.0015,-0.0015,-0.0015,-0.0015,-0.0015,-0.0017
704010042-3-8829-C,704010042-3,0.0048,0.0059,0.0048,0.0048,0.0051,0.005,0.0049,0.0048,0.0048,0.0044
704010042-3-8834-T,704010042-3,-0.0009,,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0009,-0.0008
704010042-3-8839-A,704010042-3,-0.0044,,-0.0044,-0.0044,-0.0044,-0.0044,-0.0043,-0.0044,-0.0044,-0.0043
704010042-3-8840-C,704010042-3,-0.0025,,-0.0025,-0.0024,-0.0025,-0.0025,-0.0025,-0.0025,-0.0025,-0.0028
704010042-3-8841-G,704010042-3,-0.0002,,-0.0002,-0.0002,-0.0003,-0.0001,-0.0001,-0.0002,-0.0002,-0.0003
704010042-3-8867-G,704010042-3,0.0005,,0.0005,0.0006,0.0007,0.0006,0.0005,0.0005,0.0005,0.0001
